
14,230,1.0
14,105,1.0
14,235,1.0
14,119,1.0
14,121,1.0
14,123,1.0
14,508,1.0
15,576,1.0
15,41,1.0
15,496,1.0
15,16,1.0
15,305,1.0
15,20,1.0
15,215,1.0
15,314,1.0
15,444,1.0
16,385,1.0
17,5,1.0
17,522,1.0
17,25,1.0
17,41,1.0
17,172,1.0
17,45,1.0
17,177,1.0
17,194,1.0
17,70,1.0
17,458,1.0
17,75,1.0
17,460,1.0
17,588,1.0
17,471,1.0
17,493,1.0
17,368,1.0
17,117,1.0
17,504,1.0
17,123,1.0
17,380,1.0
17,383,1.0
19,258,1.0
19,136,1.0
19,394,1.0
19,524,1.0
19,275,1.0
19,536,1.0
19,537,1.0
19,287,1.0
19,292,1.0
19,421,1.0
19,296,1.0
19,436,1.0
19,183,1.0
19,572,1.0
19,70,1.0
19,583,1.0
19,85,1.0
19,351,1.0
19,609,1.0
19,98,1.0
19,615,1.0
19,232,1.0
19,506,1.0
19,507,1.0
19,510,1.0
20,130,1.0
20,3,1.0
20,137,1.0
20,269,1.0
20,15,1.0
20,154,1.0
20,540,1.0
20,158,1.0
20,162,1.0
20,37,1.0
20,166,1.0
20,422,1.0
20,558,1.0
20,430,1.0
20,54,1.0
20,438,1.0
20,319,1.0
20,66,1.0
20,203,1.0
20,81,1.0
20,593,1.0
20,474,1.0
20,347,1.0
20,475,1.0
20,602,1.0
20,225,1.0
20,100,1.0
20,498,1.0
20,374,1.0
21,140,1.0
21,398,1.0
21,273,1.0
21,530,1.0
21,23,1.0
21,279,1.0
21,414,1.0
21,32,1.0
21,418,1.0
21,298,1.0
21,307,1.0
21,182,1.0
21,72,1.0
21,206,1.0
21,213,1.0
21,346,1.0
21,349,1.0
21,611,1.0
21,357,1.0
21,614,1.0
21,615,1.0
21,617,1.0
21,622,1.0
21,110,1.0
21,246,1.0
22,477,1.0
22,259,1.0
22,387,1.0
22,453,1.0
22,69,1.0
22,392,1.0
22,76,1.0
22,15,1.0
22,51,1.0
22,404,1.0
22,405,1.0
22,278,1.0
22,476,1.0
22,509,1.0
22,223,1.0
23,131,1.0
23,12,1.0
23,270,1.0
23,539,1.0
23,540,1.0
23,157,1.0
23,29,1.0
23,164,1.0
23,550,1.0
23,305,1.0
23,568,1.0
23,192,1.0
23,584,1.0
23,331,1.0
23,208,1.0
23,210,1.0
23,87,1.0
23,474,1.0
23,355,1.0
23,615,1.0
23,112,1.0
23,241,1.0
23,368,1.0
23,497,1.0
24,512,1.0
24,18,1.0
24,148,1.0
24,20,1.0
24,408,1.0
24,152,1.0
24,540,1.0
24,28,1.0
24,30,1.0
24,55,1.0
24,316,1.0
24,587,1.0
24,463,1.0
24,340,1.0
24,85,1.0
24,596,1.0
24,344,1.0
24,345,1.0
24,361,1.0
24,495,1.0
24,373,1.0
24,248,1.0
24,505,1.0
24,255,1.0
25,128,1.0
25,486,1.0
25,359,1.0
25,265,1.0
25,171,1.0
25,300,1.0
25,430,1.0
25,431,1.0
25,591,1.0
25,625,1.0
25,243,1.0
25,117,1.0
25,439,1.0
25,26,1.0
25,188,1.0
25,255,1.0
26,548,1.0
26,261,1.0
26,425,1.0
26,561,1.0
26,468,1.0
26,373,1.0
26,342,1.0
26,278,1.0
26,24,1.0
26,26,1.0
26,251,1.0
26,415,1.0
27,67,1.0
27,517,1.0
27,327,1.0
27,456,1.0
27,589,1.0
27,373,1.0
28,256,1.0
28,546,1.0
28,244,1.0
28,597,1.0
28,502,1.0
28,600,1.0
29,229,1.0
29,262,1.0
30,439,1.0
31,1,1.0
31,547,1.0
31,202,1.0
31,187,1.0
31,119,1.0
31,91,1.0
31,285,1.0
31,95,1.0
32,3,1.0
32,5,1.0
32,279,1.0
32,29,1.0
32,286,1.0
32,545,1.0
32,163,1.0
32,172,1.0
32,173,1.0
32,180,1.0
32,441,1.0
32,191,1.0
32,577,1.0
32,193,1.0
32,203,1.0
32,204,1.0
32,78,1.0
32,82,1.0
32,83,1.0
32,107,1.0
32,237,1.0
32,110,1.0
32,113,1.0
32,497,1.0
32,249,1.0
32,507,1.0
33,163,1.0
33,581,1.0
33,550,1.0
33,296,1.0
33,200,1.0
33,235,1.0
33,111,1.0
33,560,1.0
33,241,1.0
33,207,1.0
33,22,1.0
33,440,1.0
33,445,1.0
33,479,1.0
34,288,1.0
34,1,1.0
34,578,1.0
34,3,1.0
34,103,1.0
34,168,1.0
34,329,1.0
34,361,1.0
34,618,1.0
34,327,1.0
34,333,1.0
34,425,1.0
34,555,1.0
34,273,1.0
34,338,1.0
34,563,1.0
34,179,1.0
34,539,1.0
34,155,1.0
34,63,1.0
35,65,1.0
35,194,1.0
35,355,1.0
35,611,1.0
35,106,1.0
35,203,1.0
35,238,1.0
35,156,1.0
35,242,1.0
35,531,1.0
35,22,1.0
35,502,1.0
35,120,1.0
35,505,1.0
35,443,1.0
35,380,1.0
35,254,1.0
36,384,1.0
36,288,1.0
36,547,1.0
36,196,1.0
36,454,1.0
36,423,1.0
36,77,1.0
36,47,1.0
36,594,1.0
36,149,1.0
36,86,1.0
36,125,1.0
36,216,1.0
36,605,1.0
36,190,1.0
36,255,1.0
37,133,1.0
37,266,1.0
37,525,1.0
37,400,1.0
37,149,1.0
37,37,1.0
37,172,1.0
37,44,1.0
37,558,1.0
37,47,1.0
37,431,1.0
37,177,1.0
37,312,1.0
37,450,1.0
37,204,1.0
37,78,1.0
37,465,1.0
37,466,1.0
37,211,1.0
37,222,1.0
37,607,1.0
37,102,1.0
37,492,1.0
37,109,1.0
37,625,1.0
37,500,1.0
37,255,1.0
38,513,1.0
38,524,1.0
38,535,1.0
38,282,1.0
38,171,1.0
38,299,1.0
38,442,1.0
38,574,1.0
38,194,1.0
38,210,1.0
38,82,1.0
38,338,1.0
38,95,1.0
38,96,1.0
38,355,1.0
38,100,1.0
38,486,1.0
38,616,1.0
38,365,1.0
38,499,1.0
38,244,1.0
39,193,1.0
39,161,1.0
39,350,1.0
39,74,1.0
39,587,1.0
39,332,1.0
39,623,1.0
39,176,1.0
39,563,1.0
39,405,1.0
39,571,1.0
39,254,1.0
40,128,1.0
40,257,1.0
40,131,1.0
40,262,1.0
40,263,1.0
40,20,1.0
40,24,1.0
40,25,1.0
40,29,1.0
40,568,1.0
40,570,1.0
40,58,1.0
40,444,1.0
40,452,1.0
40,582,1.0
40,71,1.0
40,198,1.0
40,77,1.0
40,592,1.0
40,217,1.0
40,223,1.0
40,224,1.0
40,98,1.0
40,365,1.0
40,366,1.0
40,623,1.0
40,122,1.0
41,449,1.0
41,194,1.0
41,547,1.0
41,4,1.0
41,613,1.0
41,483,1.0
41,103,1.0
41,616,1.0
41,361,1.0
41,590,1.0
41,142,1.0
41,527,1.0
41,54,1.0
41,311,1.0
41,536,1.0
41,251,1.0
41,189,1.0
41,543,1.0
42,260,1.0
42,5,1.0
42,134,1.0
42,6,1.0
42,263,1.0
42,395,1.0
42,397,1.0
42,527,1.0
42,412,1.0
42,156,1.0
42,163,1.0
42,421,1.0
42,167,1.0
42,59,1.0
42,571,1.0
42,573,1.0
42,62,1.0
42,454,1.0
42,599,1.0
42,473,1.0
42,603,1.0
42,230,1.0
42,242,1.0
42,120,1.0
43,256,1.0
43,354,1.0
43,35,1.0
43,328,1.0
43,235,1.0
43,45,1.0
43,47,1.0
43,208,1.0
43,241,1.0
43,242,1.0
43,243,1.0
43,180,1.0
43,443,1.0
43,248,1.0
43,314,1.0
43,539,1.0
43,479,1.0
44,353,1.0
44,609,1.0
44,291,1.0
44,356,1.0
44,197,1.0
44,38,1.0
44,158,1.0
44,330,1.0
44,76,1.0
44,590,1.0
44,274,1.0
44,22,1.0
44,344,1.0
44,473,1.0
44,59,1.0
44,350,1.0
45,5,1.0
45,234,1.0
45,593,1.0
45,115,1.0
45,89,1.0
45,282,1.0
45,31,1.0
46,259,1.0
46,143,1.0
46,18,1.0
46,406,1.0
46,535,1.0
46,408,1.0
46,537,1.0
46,22,1.0
46,542,1.0
46,159,1.0
46,32,1.0
46,163,1.0
46,563,1.0
46,464,1.0
46,84,1.0
46,217,1.0
46,354,1.0
46,102,1.0
46,360,1.0
46,491,1.0
46,238,1.0
46,497,1.0
47,136,1.0
47,8,1.0
47,393,1.0
47,396,1.0
47,145,1.0
47,274,1.0
47,407,1.0
47,155,1.0
47,28,1.0
47,159,1.0
47,424,1.0
47,306,1.0
47,307,1.0
47,566,1.0
47,313,1.0
47,187,1.0
47,96,1.0
47,233,1.0
47,362,1.0
47,107,1.0
47,111,1.0
47,501,1.0
47,507,1.0
47,382,1.0
48,384,1.0
48,263,1.0
48,7,1.0
48,141,1.0
48,532,1.0
48,280,1.0
48,154,1.0
48,539,1.0
48,34,1.0
48,183,1.0
48,577,1.0
48,200,1.0
48,585,1.0
48,468,1.0
48,596,1.0
48,94,1.0
48,354,1.0
48,357,1.0
48,101,1.0
48,491,1.0
48,494,1.0
49,194,1.0
49,195,1.0
49,290,1.0
49,581,1.0
49,263,1.0
49,425,1.0
49,42,1.0
49,586,1.0
49,618,1.0
49,508,1.0
49,398,1.0
49,174,1.0
49,302,1.0
49,538,1.0
49,539,1.0
49,412,1.0
49,287,1.0
50,544,1.0
50,388,1.0
50,356,1.0
50,287,1.0
50,102,1.0
50,552,1.0
50,297,1.0
50,555,1.0
50,236,1.0
50,429,1.0
50,174,1.0
50,401,1.0
50,596,1.0
50,245,1.0
50,89,1.0
50,570,1.0
50,27,1.0
50,92,1.0
50,479,1.0
61,4,1
61,5,1
61,75,1
61,419,1
61,142,1
61,161,1
0,5,1
62,5,1
